"","10_CTRL_1154.3","16_ERLE_CTRL.2","17_ERIN_CTRL.2","18_BOCU_1154.3","2_CTRL_CTRL.2","20_ERIN_1154.1","22_BOCU_CTRL.2","25_ERIN_CTRL.2","28_ERLE_CTRL.1","3_LEDU_1154.3","30_ERLE_1154.3","31_BOCU_CTRL.1","32_ERLE_CTRL.2","36_ERIN_CTRL.1","40_CTRL_CTRL.3","41_CTRL_CTRL.1","42_ERIN_1154.2","43_ERIN_1154.3","44_BOCU_1154.2","45_LEDU_1154.1","46_CTRL_1154.2","48_LEDU_CTRL.2","5_LEDU_1154.2","50_BOCU_CTRL.2","54_LEDU_CTRL.1","55_LEDU_CTRL.2","58_ERLE_1154.1","59_CTRL_1154.1","7_BOCU_1154.1","9_ERLE_1154.2"
"Feature0119",NA,NA,31666495.27,NA,35112915.56,16824729.68,NA,NA,NA,NA,NA,NA,27965892.24,NA,NA,NA,NA,14112151.63,39717120.21,NA,14560878.14,NA,26556374.61,NA,NA,NA,22301819.01,NA,NA,11871176.84
"Feature0120",NA,328123348.4,NA,NA,NA,NA,NA,NA,NA,NA,838590.8259,202703013.7,NA,NA,255608768.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,210389926.3,NA,NA,NA,NA,NA
"Feature0122",NA,NA,148830.1024,NA,NA,15434487.94,NA,NA,NA,NA,NA,NA,207580.1154,NA,NA,NA,NA,NA,NA,NA,18836485.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0123",100439.802,NA,NA,1282655.681,NA,NA,NA,5612445.83,4359751.725,NA,NA,NA,NA,5620365.917,NA,NA,NA,NA,NA,NA,NA,3586423.266,NA,14562656.61,NA,NA,NA,NA,110183.5388,NA
"Feature0124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156217.0813,NA,NA,NA,NA,NA,NA,NA,NA,NA,189804.1587,NA,NA,NA,NA,NA,NA,NA
"Feature0125",NA,NA,24919240.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,24406402.4,28635898.11,NA,24620903.15,22460779.34,36715688.77,55385210.07,59715113.5,44092924.6,NA,NA,NA,NA,NA,36478629.44,NA,NA,19251717.91
"Feature0126",52436562.71,121762140.4,89911548.27,47659608.46,NA,NA,NA,107763848.9,87336397.83,30664785.47,3127959.05,77743446.76,NA,119809849.6,106480294.5,NA,NA,NA,NA,NA,NA,62469425.56,NA,58090646.37,70510141.67,119437878.8,5554649.708,58724779.15,29605985.4,2783501.827
"Feature0128",NA,NA,3855660.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,4185479.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13316047.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0130",NA,NA,NA,83590051.72,NA,NA,NA,115595436.5,84213113.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75907339.33,124411591.2,NA,NA,NA,NA
"Feature0131",24223119.82,71318406.21,49455155.14,NA,NA,NA,NA,NA,NA,18955246.32,6633720.702,NA,NA,71301775.11,59011538.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25760131.04,15184095.27,NA
"Feature0133",NA,NA,NA,NA,1415005.852,NA,1557655.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4863126.54,24473409.26,NA,13297052.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0135",NA,NA,NA,NA,NA,NA,NA,303431431.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0136",NA,352889756,NA,NA,NA,NA,NA,NA,NA,NA,9991441.31,308575956.6,NA,NA,306549421.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,254922905.6,NA,NA,NA,NA,NA
"Feature0137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13158366.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0138",NA,NA,NA,NA,NA,NA,193497.2116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427390.266,NA,NA,NA,NA
"Feature0140",NA,NA,NA,12755876.89,NA,NA,NA,16298146.45,16004888.86,44011883.25,NA,NA,NA,22119126.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23617813.01,NA,NA,NA,NA
"Feature0141",NA,125687655.4,NA,28358977.56,NA,NA,NA,121363758.6,84717568.42,NA,19419696.72,51648541.27,128087766.4,122091001.4,92620047.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,70514927.91,NA,NA,NA,NA,NA
"Feature0142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718710.8884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0144",660023.551,NA,NA,578371.7733,NA,NA,NA,635247.6319,708345.5737,584279.8176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627400.9751,NA,NA,NA,NA,NA,NA,583804.8544,NA
"Feature0145",NA,NA,NA,NA,NA,NA,NA,NA,416624527.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4586382.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74379486.72,NA,NA,93095081.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,68628529.58,NA,NA,NA,NA,NA
"Feature0148",121713.1796,NA,NA,124957.2261,NA,NA,NA,697202.2787,126054.3766,280907.3544,NA,NA,NA,157188.6064,NA,NA,NA,NA,NA,NA,NA,113782.1982,NA,NA,NA,142417.6787,NA,NA,497171.6936,NA
"Feature0149",509075476.2,258868634,213629041.1,670420343.9,220187608.2,374294569.6,134449258.6,239525683.9,186684880.6,547491171,NA,166703302.8,269504389.4,250282834.3,210230770.2,254755510.1,213882470.4,336606327.1,588321192.1,524140913.2,484156341.9,126956311.5,548849826.2,228610198.7,150851726.6,NA,NA,620946767.9,595818196.9,205146218.7
"Feature0150",7404704.654,NA,NA,8294217.467,NA,NA,NA,267972.3082,643373.7155,7901663.819,NA,NA,NA,464358.7771,NA,NA,NA,NA,NA,NA,NA,446724.5412,NA,791808.1846,NA,917652.7082,NA,9727720.65,7974346.673,NA
"Feature0151",NA,109786735.3,NA,NA,NA,NA,NA,NA,NA,NA,10732021.82,57377146.45,NA,NA,79597725.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0152",NA,NA,9588993.314,NA,32137970.13,59173382.06,8649663.141,NA,NA,NA,NA,NA,37264598.53,NA,NA,NA,41480220.22,55663716.49,113015220.5,129301386,64634869.01,16931224.12,93849998.27,NA,NA,NA,73015697.69,NA,NA,34566918.3
"Feature0153",NA,NA,35832162.51,NA,79644179.42,36897156.4,NA,NA,67028274.96,NA,32144369.67,56357768.03,99733298.97,NA,80627423.03,NA,NA,37620802.84,85037581.83,92757801.6,44308593.29,41373258.04,71380164.19,NA,57543630.05,90251010.45,45797435.05,NA,NA,20373870.25
"Feature0155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198216.0301,NA,NA,NA,NA,NA,NA,NA,NA,NA,2495285.634,NA,NA,NA,NA,NA,NA,NA
"Feature0157",NA,132902730.9,NA,NA,NA,NA,NA,NA,NA,NA,1292683.015,139071144.7,NA,NA,143456330.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,113085073.3,NA,NA,NA,NA,NA
"Feature0158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1248329.883,NA,NA,NA,NA
"Feature0159",NA,NA,NA,NA,NA,13750898.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0160",NA,NA,NA,81727651.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63689595.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217954.5375,56040928.74,59561341.64,NA,NA
"Feature0166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58164198.05,NA,NA,NA,NA,49775912.03,NA,NA,NA,NA,NA,59305618.7
"Feature0167",NA,NA,57382183.37,215879147.1,147410364.7,NA,NA,177501458.4,NA,136163740.7,77466068.72,99118189.11,221283155.3,183404885.7,152678179.1,NA,NA,75634828,158334656.6,155708100.2,NA,74328345.81,NA,NA,113783090.3,181705137.6,NA,NA,NA,49411165.32
"Feature0168",268614448.7,464253887.1,NA,13899640.99,20414366.35,202781399,132906189,426277157.9,317973067.9,336546838.3,168721746.4,253570188,452478545,431333520.1,346957917.8,442683759.9,135140729,183515470.3,386303638.8,408747697.9,212019685,204596411.8,304787569.2,127871687.1,251271094.2,NA,NA,NA,301453634.1,116427989.5
"Feature0169",NA,110070308.5,NA,NA,NA,NA,NA,NA,NA,NA,57248806.27,67615674.63,NA,NA,77178311.84,90290374.47,NA,67537151,NA,NA,57889492.72,NA,NA,NA,69600012.98,NA,66438456.76,NA,NA,NA
"Feature0170",NA,NA,NA,NA,NA,NA,NA,55270916.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60864703.54,27982935.99,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0171",NA,NA,5768611.372,NA,4614334.278,NA,NA,NA,NA,NA,NA,NA,6267049.252,NA,NA,6051007.488,83445333.29,90506256.75,393217677.3,308240709.6,NA,NA,266100001,53580492.24,NA,NA,95767672.8,NA,NA,54855752.15
"Feature0172",8998963.511,592790232.4,NA,16286909.66,NA,NA,NA,561569636.6,438151443,9975777.451,6988032.934,367647700.8,NA,592546987.2,496600651.4,NA,NA,NA,NA,NA,NA,222407873.3,NA,326166367.2,381613391.2,623522595.6,NA,10394869.14,9599057.142,NA
"Feature0173",828622718.3,1303395225,500167553.9,750070694.9,1116037422,570355682.4,399922491.7,1301795508,995582581.6,1060773602,509156743.3,750353798.2,1400697026,1275793451,1062404410,1321929494,409211609.9,541109446.7,1183073776,1300171351,703360674.7,550932099.5,933809489.7,458654708.8,760222116.8,1262061925,726156497,1141644596,885123700.1,330924414
"Feature0174",NA,NA,14554183.01,NA,45634848.85,44231290.35,NA,NA,NA,NA,NA,26754592.09,38393373.9,NA,43023706.88,NA,NA,41207650.44,72460724.35,72920627.43,49942320.98,NA,59949380.25,NA,27308194.15,NA,47131410.89,NA,NA,28230006.58
"Feature0175",NA,NA,27793842.28,NA,32532257.99,1100351875,80831013.26,NA,NA,NA,NA,NA,32290811.48,NA,NA,34148301.47,708168818.4,735442259.7,892434568.4,803236312.9,1017050933,NA,808464644.6,NA,NA,NA,1113562869,NA,NA,659172700.8
"Feature0176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16086127.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0177",NA,NA,NA,161345478.2,NA,340022240.9,9893962.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,204139041.4,NA,NA,NA,91878708.01,16753532.85,NA,NA,NA,NA,236690925,NA,NA,NA
"Feature0178",851441432.8,686110426.1,522251030.8,254386894.9,600291571.1,656229460.1,550155871.4,781644223.1,583161556.1,NA,508079987.3,681704934.7,NA,785046335,648172855.4,855622206.1,525593788.7,629795916.8,663324828.4,561154309.1,566928853.6,579030297.2,627176357.3,1633869711,792327276.9,NA,717242605.2,527719280.5,1048468978,415067803.4
"Feature0180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15844379.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0181",NA,NA,1164666.613,NA,NA,NA,1073713.36,NA,NA,NA,NA,NA,NA,NA,NA,3209623.646,NA,NA,30850986.46,NA,24169268.58,1257141.626,NA,NA,NA,NA,NA,NA,NA,19376578.83
"Feature0182",NA,NA,NA,NA,89733916.39,NA,35014066.46,NA,NA,NA,NA,71294392.74,NA,NA,98340047.59,NA,62050072.37,NA,NA,NA,93401722.05,NA,115487845.7,NA,78476507.42,NA,NA,116932069.8,NA,64968350.91
"Feature0183",1495452727,946159800.4,741639195.6,1192828138,1052008541,682564876.8,459567233.9,1076220421,910882332.4,1007693569,649409439.2,654308690.5,980471459.4,1025590662,952435254,972264407.9,409019411.2,513142847.6,983492252.4,879289500.8,859838218.3,758446360.8,823232607.4,1393343401,808132568.2,1007796430,734242096.4,1659604405,819751033.9,474504648.4
"Feature0184",NA,NA,NA,NA,NA,NA,NA,NA,26472526.56,NA,NA,NA,NA,23961439.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26326042.66,NA,NA,NA,NA
"Feature0185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1066760.749,NA,NA,NA,NA
"Feature0186",NA,32672883.55,36289440.93,25617651.92,NA,NA,NA,30844381.82,33931855.38,9899335.666,3968255.749,32278454.01,NA,42653024.58,37740134.19,NA,NA,NA,NA,NA,NA,NA,NA,48778630.21,31767077.64,35352651.28,NA,11114495.8,7811938.153,NA
"Feature0187",472147682.7,752447783.3,228989660.4,542004761.2,597908343.9,409910409.7,218760288.6,709337869.4,527338603.9,752383529.8,349011075.5,434782920.8,750300892.9,720767944.5,600483101.5,688189052.6,262246071.7,362781703.9,710017217.3,874254630.3,410910580,284035666.3,612483206.6,302039625.7,421810923.8,NA,NA,NA,596685730.3,223038928
"Feature0188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1495810.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32866038.52,NA,NA,79365815.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1839980.651,123011499.7,NA,NA,108319191.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,107614492.4,NA,NA,NA,NA,NA
"Feature0191",NA,NA,2299304.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0192",NA,NA,NA,NA,4016806.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24301690.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,10378905.13
"Feature0193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157091.7764,NA,NA,NA,NA
"Feature0194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234538.0426,49746736.63,NA,NA,49871183.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,43739857,NA,NA,NA,NA,NA
"Feature0195",NA,181299352,NA,253297.2581,NA,NA,NA,171722222.4,132187778.2,90242.39785,92576.43003,129518365.3,NA,189996908.6,162988548.7,NA,NA,NA,NA,NA,NA,NA,NA,140314854.8,104497426,177369285.2,NA,NA,103387.669,NA
"Feature0196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6507288.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0197",NA,NA,NA,9160112.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0198",NA,NA,NA,NA,NA,NA,NA,NA,3161601.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8336621.232,3151350.303,NA,NA,NA,4023856.673,NA,NA,NA,NA
"Feature0199",NA,96281737.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,49411123.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111405158.2,NA,NA,NA,NA,NA
"Feature0200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401812.3768,NA,NA,NA,NA
"Feature0201",NA,NA,NA,10088139.74,NA,NA,NA,NA,30544970.9,NA,NA,21855634.82,NA,43478408.11,NA,NA,NA,NA,43162071.34,NA,21563437.93,21169671.98,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0202",NA,NA,4846998.887,NA,11759851.94,55668062.31,10777724.03,NA,NA,NA,NA,NA,NA,NA,NA,14410600.81,68181967.07,92001346.79,83724950.8,66270146.82,66240040.64,NA,NA,NA,NA,NA,69435490.22,NA,NA,52662883.7
"Feature0204",NA,NA,NA,26694360.65,NA,10901181.42,NA,5927189.476,4580350.948,NA,NA,NA,7264871.236,NA,NA,NA,NA,NA,NA,NA,16571260.01,NA,15239246.87,NA,NA,6771013.576,NA,31766581.9,NA,NA
"Feature0205",NA,NA,NA,NA,22600098.69,65996944.32,19827288.81,NA,NA,NA,NA,NA,NA,NA,NA,47096016.22,38151988.08,41608159.33,55855243.3,71375675.15,57209760.83,NA,49109703.51,NA,NA,NA,61814761.09,NA,NA,36434246.18
"Feature0206",NA,NA,NA,NA,2238036.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42412664.46,NA,NA,NA,NA,NA,NA,NA
"Feature0207",NA,352850437.6,119188656.8,367354759,NA,214268106.5,109229191.5,319589280.5,NA,NA,NA,NA,NA,NA,NA,358772059.4,NA,216454615.6,NA,545480252.9,NA,NA,NA,NA,210756279.1,NA,NA,NA,NA,130875856.6
"Feature0208",NA,NA,NA,NA,293790104.2,NA,NA,NA,237223288.5,431287662.3,185710015.1,195304890.8,349844651.8,329136773.5,301167376,NA,154898031.5,NA,NA,NA,NA,144384907.2,348443551.4,NA,NA,356391130.7,281059119.4,NA,343459881.1,NA
"Feature0209",304087863.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505258479.3,NA,287177599.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0210",NA,NA,3807224.998,NA,NA,416359448.8,1948360.321,NA,NA,NA,NA,NA,NA,NA,NA,3954783.694,370920487.4,338504820.9,91924399.42,120850071.2,103800428.7,NA,97928983.69,NA,NA,NA,307206973.7,NA,NA,225052015.1
"Feature0211",1048473265,NA,10067919.67,880202170.5,9614166.556,706652214.4,11738223.69,NA,NA,1020301768,NA,NA,11972231.89,9949473.031,NA,10530384.48,564120587.1,740700244.5,1069876339,950068110.1,834976834.5,7237826.416,1057034908,267870592.3,NA,16908310.26,799119709.8,1060727058,1092349791,493279392.6
"Feature0212",1165554707,341090404.6,449053778,1341079602,297011949.2,496010640.4,255461393.7,339178039.2,245436739.1,1178233805,340295766.2,226105637.7,368025826.4,370171031.7,277628727.7,344277542.3,300589391,440366840,1144283862,1135024892,886226712.1,190835002.1,992923607.6,634990502.5,202412552.5,350552869,550768047.8,1351696336,1166783279,267073064.1
"Feature0213",167900163.8,NA,54228051.69,162972120.5,167747608.8,174101170.7,49750917.56,136362580.8,122909220.2,231958162.4,NA,101726957.8,136603754.4,131771648,157444033.2,154631611.5,159298927,166236780.6,311298719.1,256180375.8,179874755.1,79764333.37,208346654,NA,100524847.2,128463524.8,182775347.7,213094556.8,196032690.8,104949702.3
"Feature0214",55254234.28,NA,13227204.2,41244506.13,17250063.98,35776997.53,11028859.06,23025085.66,19090407.45,30314726.29,NA,NA,18322116.6,21218614.49,NA,NA,17733068.37,23990976.2,42035309.86,NA,15985671.36,15833132.48,NA,77859515.82,NA,18968787.95,30670174.23,60608990.77,41515856.92,11646609.28
"Feature0215",177960896.7,165278202.5,193552114.6,192737333.1,173342889.9,196496014.6,198162130,178134840.6,180477171.3,166854449.9,192816106.1,184549623.4,180180987.8,192018590.5,188085059.7,193475079,203080252.9,203639022.1,191150174.9,206661453.8,195672882.6,197954271.1,176026179.7,199892650.9,202935571.9,NA,NA,NA,172215429.8,184548831.6
"Feature0217",NA,32457838.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0218",NA,NA,NA,NA,NA,NA,517356.1596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0219",NA,568951082,NA,NA,NA,NA,NA,NA,NA,NA,8179400.271,426778269.4,NA,NA,464544636.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,390771262.8,NA,NA,NA,NA,NA
"Feature0220",57083584.08,1047745310,1060400325,92488162.98,827505143.3,16835167.07,NA,1026922033,851005945.6,42309355.31,17404264.51,893585998,937988432.4,1016127767,876082190.8,NA,NA,15105579.32,52132407.14,NA,28375853.24,873398052.7,30611694.44,640868311.8,845573745.7,NA,20445625.37,64934491.72,45644304.7,10677435.76
"Feature0221",NA,369169313.2,NA,NA,NA,NA,NA,NA,NA,NA,7085258.98,345483912.8,NA,NA,342830303.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,335244967.2,NA,NA,NA,NA,NA
"Feature0222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21460109.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feature0223",NA,NA,NA,17110593.52,NA,NA,NA,NA,NA,NA,NA,30590317.77,NA,67217249.16,50770611.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,37723803.13,NA,NA,NA,NA,NA
"Feature0224",25426608.06,103085417.1,NA,8756218.764,NA,NA,NA,135092820.5,88824288.63,25564797.49,8176713.433,89223873.49,NA,115436506.2,102097448.1,NA,NA,NA,NA,NA,NA,69335690.89,NA,82375402.13,84852131.06,110278655.6,NA,22066181.24,28546023.84,NA
"Feature0225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1046592.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
