FeatureID,Name,Formula,MW,Area: 2,Area: 10,Area: 14,Area: 19,Area: 40,Area: 41,Area: 46,Area: 47,Area: 57,Area: 59,Area: 60,Area: B,Group Area: CTRL1,Group Area: F1154_1,Group Area: F1177_1,Group Area: F1246_1,Group Area: CTRL2,Group Area: CTRL3,Group Area: F1154_2,Group Area: F1177_3,Group Area: F1246_2,Group Area: F1154_3,Group Area: F1246_3,name4plot,C,H,N,O,S,P,Cl,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class
Feature0133,N-Methyl-Nâ€²-piperazinoacetohydrazide,C7 H16 N4 O,172.13244,5107038.521,84566.9988,88463.79228,332720.1237,337373.6463,90807.28879,79123.59428,99532.74814,504586564.4,141887.4136,478639900.5,59917.69005,5107038.521,84566.9988,88463.79228,332720.1237,337373.6463,90807.28879,79123.59428,99532.74814,504586564.4,141887.4136,478639900.5,N-Methyl-Nâ€²-piperazinoacetohydrazide-peak2,7,16,4,1,0,0,0,2.2857142857142856,0.14285714285714285,-0.2857142857142856,68.44285714285714,2,1,-1.5,-1,-3,Lipid
Feature0132,L-Saccharopine,C11 H20 N2 O6,276.13216,4383513.321,494493253.2,345580759.7,30916747.54,6083871.571,5628225.592,186557719.2,85987851.28,16339689.96,498999067,33622318.64,29786.64852,4383513.321,494493253.2,345580759.7,30916747.54,6083871.571,5628225.592,186557719.2,85987851.28,16339689.96,498999067,33622318.64,L-Saccharopine,11,20,2,6,0,0,0,1.8181818181818181,0.5454545454545454,-0.18181818181818166,65.48181818181817,3,-3,-1.6666666666666667,-0.3333333333333333,-5,Protein
Feature0131,L-Pyroglutamic acid,C5 H7 N O3,129.04256,429289316.4,477854.7963,472737.8871,15775238.17,16117154.66,12707085.68,1011113.273,15135196.38,482100692.2,9525773.122,424603236.7,98797.05007,429289316.4,477854.7963,472737.8871,15775238.17,16117154.66,12707085.68,1011113.273,15135196.38,482100692.2,9525773.122,424603236.7,L-Pyroglutamic acid-peak2,5,7,1,3,0,0,0,1.4,0.6,0.3999999999999999,48.9,3,0,-1,0.2,-1,Lignin
Feature0130,"1-{[(3S,4S,5R)-2,3,4-Trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}-2-pyrrolidinecarboxylic acid (non-preferred name)",C11 H19 N O7,277.11616,379637191.9,229375470.7,61303559.44,474679144.6,343323281.8,407363289.6,59771436.63,38402785.31,411665059.4,194426787,276990336.6,111352.9936,379637191.9,229375470.7,61303559.44,474679144.6,343323281.8,407363289.6,59771436.63,38402785.31,411665059.4,194426787,276990336.6,"1-{[(3S,4S,5R)-2,3,4-Trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}-2-pyrrolidinecarboxylic acid (non-preferred name)",11,19,1,7,0,0,0,1.7272727272727273,0.6363636363636364,-0.18181818181818166,65.48181818181817,3,-4,-1.6666666666666667,-0.23076923076923078,-5,Amino Sugar
Feature0129,Valine,C5 H11 N O2,117.07893,342528852,250672733.5,145530791.4,138910573,334655086.3,382825729.4,192643993.6,463680664.6,63863453.34,342355863.7,29566812.7,375918.1143,342528852,250672733.5,145530791.4,138910573,334655086.3,382825729.4,192643993.6,463680664.6,63863453.34,342355863.7,29566812.7,Valine,5,11,1,2,0,0,0,2.2,0.4,-0.7999999999999998,83.1,1,-1,-1,-0.3333333333333333,-2,Protein
Feature0128,L-Tyrosine,C9 H11 N O3,181.07392,3393826.723,270127508.6,189117348.4,169164808.8,348656323.8,445441513.2,214830217.5,16665946.88,2002865.977,1060134.72,706004.5169,58908.07059,3393826.723,270127508.6,189117348.4,169164808.8,348656323.8,445441513.2,214830217.5,16665946.88,2002865.977,1060134.72,706004.5169,L-Tyrosine-peak3,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Lignin
Feature0127,N-Methyl-Nâ€²-piperazinoacetohydrazide,C7 H16 N4 O,172.13243,127396.3128,100662.9339,1046830.038,434715633.7,5048699.512,5860518.819,101269.5863,263142.7933,5503340.413,121747.7297,5452261.3,65420.26728,127396.3128,100662.9339,1046830.038,434715633.7,5048699.512,5860518.819,101269.5863,263142.7933,5503340.413,121747.7297,5452261.3,N-Methyl-Nâ€²-piperazinoacetohydrazide-peak1,7,16,4,1,0,0,0,2.2857142857142856,0.14285714285714285,-0.2857142857142856,68.44285714285714,2,1,-1.5,-1,-3,Lipid
Feature0126,Tetrolic Acid,C4 H4 O2,84.02114,403014788.5,5326748.551,10368700.28,53478070.83,278883550.8,427389489.4,1920718.184,8075780.08,38866487.16,3232904.952,43163181.19,210608.0058,403014788.5,5326748.551,10368700.28,53478070.83,278883550.8,427389489.4,1920718.184,8075780.08,38866487.16,3232904.952,43163181.19,Tetrolic Acid-peak3,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Lignin
Feature0125,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,607564.3405,356212.2805,560964.8759,414909789.1,955029.4691,1028836.813,613179.8165,243820.7053,169041904.8,852920.9276,158288026.1,818263.9764,607564.3405,356212.2805,560964.8759,414909789.1,955029.4691,1028836.813,613179.8165,243820.7053,169041904.8,852920.9276,158288026.1,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak3",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Lignin
Feature0124,L-Tyrosine,C9 H11 N O3,181.0739,3392411.279,2210141.589,220876.3186,419308.6713,328822.2631,244591.6369,935100.8139,1346581.537,84394827.64,396991002.6,64664924.04,97084.17986,3392411.279,2210141.589,220876.3186,419308.6713,328822.2631,244591.6369,935100.8139,1346581.537,84394827.64,396991002.6,64664924.04,L-Tyrosine-peak2,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Lignin
Feature0123,[Similar to: D-(+)-Glucose; ΔMass: 73.0528 Da],C9 H19 N O7,253.1162,304254795.5,111147329.6,205187050.7,373238496.3,284039762.4,331571967.5,741801.3449,18925366.28,312434966.1,95857137.15,279326087.7,77885.72952,304254795.5,111147329.6,205187050.7,373238496.3,284039762.4,331571967.5,741801.3449,18925366.28,312434966.1,95857137.15,279326087.7,[Similar to: D-(+)-Glucose; ΔMass: 73.0528 Da],9,19,1,7,0,0,0,2.111111111111111,0.7777777777777778,-0.22222222222222232,66.63333333333333,1,-6,-7,-0.7777777777777778,-7,Carbohydrate
Feature0122,L-Tyrosine,C9 H11 N O3,181.0739,373109698.7,7182370.657,2556935.041,7122795.359,4528615.244,28851858.38,581397.373,16950425.3,3638644.715,1439543.242,751957.5898,64421.49027,373109698.7,7182370.657,2556935.041,7122795.359,4528615.244,28851858.38,581397.373,16950425.3,3638644.715,1439543.242,751957.5898,L-Tyrosine-peak1,9,11,1,3,0,0,0,1.2222222222222223,0.3333333333333333,-0.22222222222222232,66.63333333333333,5,2,0.2,0.38461538461538464,1,Lignin
Feature0121,"1,2-di-O-methyl-4-[(2R)-2,4-dihydrobutyramido]-4,6-dideoxy-alpha-D-mannopyranoside",C12 H23 N O7,293.14749,320952612.6,60553846.27,1230401.012,52325856.67,288075117,363905423.4,12097629.49,77557397.01,2674903.778,1839426.561,12187347.78,133032.869,320952612.6,60553846.27,1230401.012,52325856.67,288075117,363905423.4,12097629.49,77557397.01,2674903.778,1839426.561,12187347.78,"1,2-di-O-methyl-4-[(2R)-2,4-dihydrobutyramido]-4,6-dideoxy-alpha-D-mannopyranoside",12,23,1,7,0,0,0,1.9166666666666667,0.5833333333333334,-0.5,74.55,2,-5,-1.5,-0.3333333333333333,-6,Amino Sugar
Feature0120,muramic acid,C9 H17 N O7,251.10052,301796944.1,36492128.48,11083014.8,52269906.02,310005161.4,362707712.6,14306472.85,20536858.8,19749673.59,44039382.33,8473232.374,97079.37707,301796944.1,36492128.48,11083014.8,52269906.02,310005161.4,362707712.6,14306472.85,20536858.8,19749673.59,44039382.33,8473232.374,muramic acid,9,17,1,7,0,0,0,1.8888888888888888,0.7777777777777778,0,60.3,2,-5,-6,-0.5555555555555556,-6,Carbohydrate
Feature0119,Isoleucine,C6 H13 N O2,131.09459,9803000.939,752049.8923,116338.5442,662905.1376,2008247.307,1959503.594,769127.8648,3638124.385,54093117.19,348535203.8,19826332.07,193603.7946,9803000.939,752049.8923,116338.5442,662905.1376,2008247.307,1959503.594,769127.8648,3638124.385,54093117.19,348535203.8,19826332.07,Isoleucine-peak2,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein
Feature0118,8-hydroxy-deoxyguanosine,C10 H13 N5 O5,283.0917,202943454.2,193706484.6,212487728.8,151778788.3,211658505.1,243495209.6,152893271.2,344067311.5,113768181.9,226518892,90705267.19,143692.222,202943454.2,193706484.6,212487728.8,151778788.3,211658505.1,243495209.6,152893271.2,344067311.5,113768181.9,226518892,90705267.19,8-hydroxy-deoxyguanosine-peak2,10,13,5,5,0,0,0,1.3,0.5,1.2000000000000002,26.099999999999994,7,2,-Inf,-0.2,-3,Lignin
Feature0117,NP-019445,C10 H10 O4,194.05792,471493.5472,10784027.44,28887922.65,533166.5114,123064.2446,516403.9741,342683453.2,128802825.4,283200.8828,33268595.87,170654.7895,193446.4559,471493.5472,10784027.44,28887922.65,533166.5114,123064.2446,516403.9741,342683453.2,128802825.4,283200.8828,33268595.87,170654.7895,NP-019445,10,10,0,4,0,0,0,1,0.4,-0.20000000000000018,66,6,2,0.3333333333333333,0.5,2,Lignin
Feature0116,L-Glutamine,C5 H10 N2 O3,146.06916,3274948.923,164890437,161963782.5,95478673.21,4289940.731,929040.9599,75055290.21,337003299.6,56984395.26,169812577.5,66824240.75,49943.46765,3274948.923,164890437,161963782.5,95478673.21,4289940.731,929040.9599,75055290.21,337003299.6,56984395.26,169812577.5,66824240.75,L-Glutamine,5,10,2,3,0,0,0,2,0.6,0.3999999999999999,48.9,2,-1,-Inf,-1,-3,Amino Sugar
Feature0115,Isoleucine,C6 H13 N O2,131.09461,10115423.67,224127603.6,134631419.2,96861444.75,256959057.3,325628227.3,209857723.4,142417.4048,1068998.374,1694060.504,389475.1187,52335.70885,10115423.67,224127603.6,134631419.2,96861444.75,256959057.3,325628227.3,209857723.4,142417.4048,1068998.374,1694060.504,389475.1187,Isoleucine-peak1,6,13,1,2,0,0,0,2.1666666666666665,0.3333333333333333,-1,88.8,1,-1,-0.6666666666666666,-0.25,-2,Protein
Feature0114,[Similar to: NP-015005; ΔMass: -441.3129 Da],C29 H43 N5 O10 P2,683.24856,279559182.5,1665156.19,1133602.263,68304357.36,233035879.3,316321011.9,1772316.215,1326711.439,59775501.42,4651261.304,47620795.59,106288.6858,279559182.5,1665156.19,1133602.263,68304357.36,233035879.3,316321011.9,1772316.215,1326711.439,59775501.42,4651261.304,47620795.59,[Similar to: NP-015005; ΔMass: -441.3129 Da],29,43,5,10,0,2,0,1.4827586206896552,0.3448275862068966,-0.6206896551724137,77.98965517241379,12,2,-0.4166666666666667,0,-5,Lignin
Feature0113,N~2~-Acetyl-L-ornithine,C7 H14 N2 O3,174.10048,233968332.3,6285458.659,2223056.508,2870520.684,258711047.2,311743336.1,1227878.739,882674.6892,1972362.191,5801325.373,2227039.878,26267.42119,233968332.3,6285458.659,2223056.508,2870520.684,258711047.2,311743336.1,1227878.739,882674.6892,1972362.191,5801325.373,2227039.878,N~2~-Acetyl-L-ornithine,7,14,2,3,0,0,0,2,0.42857142857142855,-0.2857142857142856,68.44285714285714,2,-1,-1.5,-0.42857142857142855,-3,Protein
Feature0112,"(4S,5S,8S,10R)-4,5,8-trihydroxy-10-methyl-3,4,5,8,9,10-hexahydro-2H-oxecin-2-one",C10 H16 O5,216.09973,281071496.8,290793456.9,301486686.8,311346264.8,282154222.3,285421192.7,305785229.2,294058990.8,79202582.7,75018409.63,76430961.84,57424107.87,281071496.8,290793456.9,301486686.8,311346264.8,282154222.3,285421192.7,305785229.2,294058990.8,79202582.7,75018409.63,76430961.84,"(4S,5S,8S,10R)-4,5,8-trihydroxy-10-methyl-3,4,5,8,9,10-hexahydro-2H-oxecin-2-one",10,16,0,5,0,0,0,1.6,0.5,-0.5999999999999996,77.39999999999999,3,-2,-0.4,0.06666666666666667,-2,Protein
Feature0111,Cyclo(leucylprolyl),C11 H18 N2 O2,210.13681,208248642,248248156,252135006.7,210491743.5,198695009.1,232810672.1,220788554.6,242356372,222467237.5,298523958.3,181346064.1,2204426.16,208248642,248248156,252135006.7,210491743.5,198695009.1,232810672.1,220788554.6,242356372,222467237.5,298523958.3,181346064.1,Cyclo(leucylprolyl),11,18,2,2,0,0,0,1.6363636363636365,0.18181818181818182,-0.7272727272727275,81.02727272727273,4,2,0,0.125,0,Lipid
Feature0110,Adenine,C5 H5 N5,135.05449,271069273.1,7538443.903,3171489.706,1108039.264,261585760.5,286452195.9,9426355.145,15781235.69,872804.5259,7982734.082,773124.5518,136461.5236,271069273.1,7538443.903,3171489.706,1108039.264,261585760.5,286452195.9,9426355.145,15781235.69,872804.5259,7982734.082,773124.5518,Adenine,5,5,5,0,0,0,0,1,0,2,3.299999999999997,6,6,Inf,Inf,1,Unsaturated HC
Feature0109,[Similar to: Muramic acid; ΔMass: 162.0529 Da],C15 H27 N O12,413.15343,189464935,30357526.01,13917529.68,36185016.45,232972840.6,270469885.1,19498633.86,17448365.19,15517201.18,40429067.53,10095056.2,87499.66774,189464935,30357526.01,13917529.68,36185016.45,232972840.6,270469885.1,19498633.86,17448365.19,15517201.18,40429067.53,10095056.2,[Similar to: Muramic acid; ΔMass: 162.0529 Da],15,27,1,12,0,0,0,1.8,0.8,0,60.3,3,-9,-5,-0.5,-10,Carbohydrate
Feature0108,Linamarin,C10 H17 N O6,247.10556,100994167.6,13514004.06,11311158.74,270100837.6,97457007.42,108811369.4,9586004.387,6952471.28,192183001,11074188.7,176056495.6,81380.40432,100994167.6,13514004.06,11311158.74,270100837.6,97457007.42,108811369.4,9586004.387,6952471.28,192183001,11074188.7,176056495.6,Linamarin,10,17,1,6,0,0,0,1.7,0.6,-0.20000000000000018,66,3,-3,-1.3333333333333333,-0.16666666666666666,-4,Amino Sugar
Feature0107,"3,4-Methylenedioxy-N-propylamphetamine",C13 H19 N O2,221.14158,1716439.868,1938729.378,2484424.591,7164835.089,3006915.615,11155569.3,5520480.409,3940401.547,269305248.1,250064577.6,253360862.6,5082639.04,1716439.868,1938729.378,2484424.591,7164835.089,3006915.615,11155569.3,5520480.409,3940401.547,269305248.1,250064577.6,253360862.6,"3,4-Methylenedioxy-N-propylamphetamine-peak2",13,19,1,2,0,0,0,1.4615384615384615,0.15384615384615385,-0.9230769230769234,86.6076923076923,5,3,0.2,0.2727272727272727,2,Lignin
Feature0106,"1-Methyl-5-(1-piperidinyl)-2,4-imidazolidinedione",C9 H15 N3 O2,197.11649,10196544.3,138856573.2,261934517.5,15978507.32,12002237.14,10583325.55,10433479.23,144225679.7,12414971.73,127631154.9,10677657.39,57391.46397,10196544.3,138856573.2,261934517.5,15978507.32,12002237.14,10583325.55,10433479.23,144225679.7,12414971.73,127631154.9,10677657.39,"1-Methyl-5-(1-piperidinyl)-2,4-imidazolidinedione",9,15,3,2,0,0,0,1.6666666666666667,0.2222222222222222,-0.22222222222222232,66.63333333333333,4,2,-0.25,0,-1,Lipid
Feature0105,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride",C12 H20 O10,324.10571,256843719.9,9890441.542,10768697.69,83055546.89,228331384.2,235526684.9,6210229.663,12941195.23,74118355.71,10091832.98,72070005.5,75712.93335,256843719.9,9890441.542,10768697.69,83055546.89,228331384.2,235526684.9,6210229.663,12941195.23,74118355.71,10091832.98,72070005.5,"bis-beta-D-fructofuranose 1,2':2,3'-dianhydride-peak1",12,20,0,10,0,0,0,1.6666666666666667,0.8333333333333334,0,60.3,3,-7,-3.5,-0.2857142857142857,-7,Carbohydrate
Feature0104,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole",C11 H12 O3,192.07866,177213.1932,588990.5784,566241.6862,234760098.8,670183.315,301008.5927,761815.1756,179631.0311,234092696.8,513121.553,255870744.8,661643.4254,177213.1932,588990.5784,566241.6862,234760098.8,670183.315,301008.5927,761815.1756,179631.0311,234092696.8,513121.553,255870744.8,"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole-peak2",11,12,0,3,0,0,0,1.0909090909090908,0.2727272727272727,-0.5454545454545459,75.84545454545456,6,3,0.375,0.47368421052631576,3,Lignin
Feature0103,DL-α-AMINOSUBERIC ACID,C8 H15 N O4,189.10013,503578.7774,2579018.993,1410491.595,251875394.1,687856.6743,970428.0596,811249.8754,1297409.299,187206150.1,1918179.678,118319503.2,559017.9013,503578.7774,2579018.993,1410491.595,251875394.1,687856.6743,970428.0596,811249.8754,1297409.299,187206150.1,1918179.678,118319503.2,DL-α-AMINOSUBERIC ACID,8,15,1,4,0,0,0,1.875,0.5,-0.5,74.55,2,-2,-1,-0.2,-3,Protein
Feature0102,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,C10 H19 N O7,265.11614,148198486.6,8691371.065,5979888.834,159721711.1,99799389.94,143461123.1,10207221.11,6504109.583,251003372.1,10883050.4,221214911.5,65173.70025,148198486.6,8691371.065,5979888.834,159721711.1,99799389.94,143461123.1,10207221.11,6504109.583,251003372.1,10883050.4,221214911.5,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose-peak1,10,19,1,7,0,0,0,1.9,0.7,-0.20000000000000018,66,2,-5,-3,-0.45454545454545453,-6,Amino Sugar
Feature0101,2'-Deoxyadenosine,C10 H13 N5 O3,251.10185,142476.6626,192317048.7,144903511.1,135492082.7,72130206.11,90143788.49,159880832.3,210344750.5,83568175.03,247400759.2,63733379.95,255021.5463,142476.6626,192317048.7,144903511.1,135492082.7,72130206.11,90143788.49,159880832.3,210344750.5,83568175.03,247400759.2,63733379.95,2'-Deoxyadenosine-peak2,10,13,5,3,0,0,0,1.3,0.3,0.7999999999999998,37.5,7,4,-0.5,0.14285714285714285,-1,Lignin
Feature0100,Tetrolic Acid,C4 H4 O2,84.02114,163760794.4,15939371.68,17099827.76,134724750.8,166631497.5,246608510.8,17212461.35,1244723.48,121185912.7,938714.6653,100680648.4,88092.19424,163760794.4,15939371.68,17099827.76,134724750.8,166631497.5,246608510.8,17212461.35,1244723.48,121185912.7,938714.6653,100680648.4,Tetrolic Acid-peak2,4,4,0,2,0,0,0,1,0.5,0,60.3,3,1,0.5,0.6666666666666666,1,Lignin
Feature0099,"2,3-DIHYDRO-3,5-DIHYDROXY-6-METHYL-4H-PYRAN-4-ONE",C6 H8 O4,144.04225,242118330.8,3234667.667,3625298.411,159279973.3,217118161,239518460.1,4606048.071,4008306.654,141546007,5494426.686,118238312.9,843570.3603,242118330.8,3234667.667,3625298.411,159279973.3,217118161,239518460.1,4606048.071,4008306.654,141546007,5494426.686,118238312.9,"2,3-DIHYDRO-3,5-DIHYDROXY-6-METHYL-4H-PYRAN-4-ONE",6,8,0,4,0,0,0,1.3333333333333333,0.6666666666666666,0,60.3,3,-1,-0.5,0.25,-1,Tannin
Feature0098,"2-Hexyl-3,5-dipentylpyridine",C21 H37 N,303.29265,636593.3834,8079928.77,1209554.527,3343285.572,168255.3974,26194617.03,241414930.5,229706125.6,223281446.5,211576635.7,211489111.4,3047993.997,636593.3834,8079928.77,1209554.527,3343285.572,168255.3974,26194617.03,241414930.5,229706125.6,223281446.5,211576635.7,211489111.4,"2-Hexyl-3,5-dipentylpyridine-peak2",21,37,1,0,0,0,0,1.7619047619047619,0,-1.6190476190476186,106.44285714285712,4,4,0.15,0.15,3,Lipid
Feature0097,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],C3 H7 Cl N2 O5 S,217.97633,182724838.9,148806941.1,164811317.1,165773071.6,188540167.5,240466939,104535277,189083024.9,140701218.7,151417142.6,103314573.3,320612.1839,182724838.9,148806941.1,164811317.1,165773071.6,188540167.5,240466939,104535277,189083024.9,140701218.7,151417142.6,103314573.3,[Similar to: diethyl 2-({2-[2-(methoxycarbonyl)-3-thienyl]hydrazino}methylene)malonate; ΔMass: -124.1122 Da],4,7,2,5,1,0,1,1.75,1.25,2.75,-18.075000000000003,2.5,-2.5,1.375,2,-5.5,Carbohydrate
Feature0096,(+)-Piperitol,C20 H20 O6,356.12607,246035.7965,251618.3539,271926.5883,228546938.7,423841.8008,252350.8217,279032.4511,280873.0558,210695743.2,245557.2911,236600897,460780.9497,246035.7965,251618.3539,271926.5883,228546938.7,423841.8008,252350.8217,279032.4511,280873.0558,210695743.2,245557.2911,236600897,(+)-Piperitol-peak2,20,20,0,6,0,0,0,1,0.3,-0.40000000000000036,71.7,11,5,0.35714285714285715,0.47058823529411764,5,Lignin
Feature0095,Methyl piperonyl ketone,C10 H10 O3,178.06303,524896.5759,613637.8521,666981.8267,198515820.7,560374.5297,576433.0612,588409.3331,574218.0281,174089564.4,924645.0453,234300687.2,1034803.801,524896.5759,613637.8521,666981.8267,198515820.7,560374.5297,576433.0612,588409.3331,574218.0281,174089564.4,924645.0453,234300687.2,Methyl piperonyl ketone,10,10,0,3,0,0,0,1,0.3,-0.40000000000000036,71.7,6,3,0.42857142857142855,0.5294117647058824,3,Lignin
Feature0094,"2-Hexyl-3,5-dipentylpyridine",C21 H37 N,303.29263,637165.3573,8087188.518,1210641.302,335459.58,154866.3027,2139749.696,1348716.7,6487456.385,223281446.5,211576635.7,211489111.4,554053.8385,637165.3573,8087188.518,1210641.302,335459.58,154866.3027,2139749.696,1348716.7,6487456.385,223281446.5,211576635.7,211489111.4,"2-Hexyl-3,5-dipentylpyridine-peak1",21,37,1,0,0,0,0,1.7619047619047619,0,-1.6190476190476186,106.44285714285712,4,4,0.15,0.15,3,Lipid
Feature0093,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid",C22 H26 O7,402.1679,195601.4677,186560.5051,274952.4172,221280831.3,203498.821,195923.7725,197953.1811,204297.1045,209527461.9,182443.883,221437057.9,375190.8792,195601.4677,186560.5051,274952.4172,221280831.3,203498.821,195923.7725,197953.1811,204297.1045,209527461.9,182443.883,221437057.9,"4-(4-hydroxy-2-methoxy-3,5,6-trimethylbenzoyloxy)-2-methoxy-3,5,6-trimethylbenzoic acid-peak3",22,26,0,7,0,0,0,1.1818181818181819,0.3181818181818182,-0.5454545454545459,75.84545454545456,10,3,0.2,0.35135135135135137,3,Lignin
Feature0092,"pentane-1,2,3,4,5-pentol",C5 H12 O5,152.06848,4219813.532,143511663.4,219039714.8,3701450.36,2713993.077,3993786.807,147819371.1,220753750.1,3378341.003,200275088.3,3125076.713,115473.8098,4219813.532,143511663.4,219039714.8,3701450.36,2713993.077,3993786.807,147819371.1,220753750.1,3378341.003,200275088.3,3125076.713,"pentane-1,2,3,4,5-pentol",5,12,0,5,0,0,0,2.4,1,-0.40000000000000036,71.7,0,-5,-Inf,-1,-5,Carbohydrate
Feature0091,benzylidenemethylamine,C8 H9 N,119.07346,127814768.9,98204792.99,71344178.53,49024505.79,129979318.5,162604828.1,84725824.4,218477175.5,131756.9303,6991072.603,120703.736,56525.84196,127814768.9,98204792.99,71344178.53,49024505.79,129979318.5,162604828.1,84725824.4,218477175.5,131756.9303,6991072.603,120703.736,benzylidenemethylamine-peak2,8,9,1,0,0,0,0,1.125,0,-0.75,81.675,5,5,0.5714285714285714,0.5714285714285714,4,Unsaturated HC
